elements,parallel,streambuf_size,types_idx,types_str
20,9,2211840,1,"ctg(27648)[float]"

elapsed
0.019417
0.019163
0.019194
0.019220
0.019301
0.019188
0.019183
0.019229
0.019231
0.019117
0.019157
0.019127
0.019157
0.019137
0.019184
0.020267
0.021675
0.021459
0.021418
0.021540
